OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Vertebrate_mean	Invertebrate_mean
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	9.05275995388	0.00262298566694	0.00850648823931	1.0	1.97345500122e-06	0.000193836447078
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	9.00820884196	0.00268769689126	0.0086003646833	1.0	1.6070064618e-05	0.000215522314507
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	9.00748267759	0.00268876497594	0.0086003646833	1.0	1.53058994512e-05	7.44053431965e-07
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__	8.89756207132	0.0028555165168	0.00907160689352	1.0	0.0	0.000141319945733
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	8.6084224374	0.00334612002391	0.0105583652106	1.0	0.0248169725503	0.0345974888492
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	8.55985679044	0.003436564535	0.0107709774352	1.0	8.07331599311e-07	0.00013487072314
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__	8.44532048421	0.00365983936062	0.0113942998761	1.0	0.0	7.36664768834e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	8.0699162074	0.00450061980221	0.0139191354148	1.0	0.000524283585813	0.00206119932343
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__	7.996053975	0.0046879403583	0.0144030799166	1.0	0.0	0.000158195468086
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae	7.62000901552	0.00577241994484	0.0166402476188	1.0	1.75647230936e-06	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	7.62000901552	0.00577241994484	0.0166402476188	1.0	1.26247323139e-06	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other	7.62000901552	0.00577241994484	0.0166402476188	1.0	9.61823151047e-07	0.0
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__	7.62000901552	0.00577241994484	0.0166402476188	1.0	7.01460659107e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__SBYG_4172	7.62000901552	0.00577241994484	0.0166402476188	1.0	1.21717649075e-06	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__MBA08;f__	7.62000901552	0.00577241994484	0.0166402476188	1.0	1.79060355298e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	7.62000901552	0.00577241994484	0.0166402476188	1.0	3.7435914313e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__34P16;f__	7.62000901552	0.00577241994484	0.0166402476188	1.0	1.96609664748e-05	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;Other	7.62000901552	0.00577241994484	0.0166402476188	1.0	2.72954723131e-06	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Entomoplasmataceae	7.62000901552	0.00577241994484	0.0166402476188	1.0	9.59378720909e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	7.60415716113	0.00582338787932	0.0166841849058	1.0	2.48217363155e-06	0.00120869636451
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	7.44437726081	0.00636349331213	0.0181204352242	1.0	0.0024678242851	0.00152507890065
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	7.10636814154	0.00768105762992	0.0217397206859	1.0	0.0	2.8398750478e-05
k__Bacteria;Other;Other;Other;Other	6.77743022837	0.00923177064703	0.0259713065793	1.0	3.94638977064e-05	8.67012836537e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	6.7130590374	0.0095709403378	0.0267642463339	1.0	3.63416725311e-06	0.000165604733459
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__	6.66591010569	0.00982744556166	0.0273179587934	1.0	0.0	0.000169049667922
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__OM60	6.60713557321	0.0101570915005	0.028067229176	1.0	3.07559605538e-06	4.62819617443e-07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1	6.32754643796	0.0118876668183	0.0326561200245	1.0	1.70903127322e-07	0.000107087407423
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__	6.23483616786	0.0125261180971	0.0339373621257	1.0	2.2606941096e-06	0.000192824827861
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__	6.22834972332	0.0125720848988	0.0339373621257	1.0	0.0	0.000207488650459
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Microcystaceae	6.22834972332	0.0125720848988	0.0339373621257	1.0	0.0	5.52980593127e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__	6.06627428265	0.0137787304964	0.0369808456426	1.0	0.000936442629939	1.22775149616e-05
k__Bacteria;p__TM7;c__TM7-1;o__;f__	5.88664872539	0.0152561065808	0.0407120101328	1.0	6.409279406e-08	0.000264909174832
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc	5.79366794866	0.0160839965092	0.0426774225558	1.0	0.0	3.08593338588e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;Other	5.39940472226	0.0201436208796	0.0531472935071	1.0	2.88549507453e-06	3.08706051487e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	5.38602629051	0.0202986450508	0.0532554339255	1.0	6.41381933038e-06	0.000240021848729
k__Bacteria;p__OP3;c__BD4-9;o__;f__	5.36184585886	0.0205819775418	0.053398797289	1.0	0.0	5.37489583887e-05
k__Bacteria;p__OP3;c__koll11;o__;f__	5.36184585886	0.0205819775418	0.053398797289	1.0	0.0	6.65992976506e-05
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	5.0632219313	0.0244387635783	0.0591342103164	1.0	1.06320277411e-06	0.0
k__Bacteria;p__Actinobacteria;Other;Other;Other	5.0632219313	0.0244387635783	0.0591342103164	1.0	7.96400283576e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BS11	5.0632219313	0.0244387635783	0.0591342103164	1.0	5.39305328334e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;Other	5.0632219313	0.0244387635783	0.0591342103164	1.0	1.69168002327e-06	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b	5.0632219313	0.0244387635783	0.0591342103164	1.0	7.15907072869e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8	5.0632219313	0.0244387635783	0.0591342103164	1.0	5.54245172079e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Holosporaceae	5.0632219313	0.0244387635783	0.0591342103164	1.0	5.61448910952e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae	5.0632219313	0.0244387635783	0.0591342103164	1.0	3.12971950575e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__	5.0632219313	0.0244387635783	0.0591342103164	1.0	6.6403899562e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;Other	5.0632219313	0.0244387635783	0.0591342103164	1.0	9.28914212745e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__	5.0632219313	0.0244387635783	0.0591342103164	1.0	1.97147386892e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;Other	5.0632219313	0.0244387635783	0.0591342103164	1.0	2.34995921382e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__;f__	5.0632219313	0.0244387635783	0.0591342103164	1.0	4.69991842764e-07	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	4.9780258998	0.0256712603178	0.0617962812805	1.0	8.46479783582e-06	0.000193039208825
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae	4.89915908098	0.0268697769206	0.0643496708816	1.0	5.24912423253e-06	2.80778431105e-06
k__Bacteria;p__TM7;c__TM7-3;o__;f__	4.71087485941	0.029972394938	0.0714138185511	1.0	2.57224213566e-06	0.000180796732773
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	4.52008698772	0.033499128133	0.0788347555003	1.0	1.91538579557e-06	2.7619645728e-05
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae	4.50670565326	0.033762207923	0.0788347555003	1.0	0.0	4.85929828115e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	4.50670565326	0.033762207923	0.0788347555003	1.0	0.0	2.76365840991e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Crenotrichaceae	4.50670565326	0.033762207923	0.0788347555003	1.0	0.0	6.31849658756e-05
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40	4.29795273518	0.0381582812949	0.0886563052972	1.0	8.14212559036e-07	2.87624324405e-06
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__	4.16754574482	0.0412054465937	0.0944332953133	1.0	2.66109185663e-07	3.55036757778e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae]	4.16754574482	0.0412054465937	0.0944332953133	1.0	1.23865853281e-06	0.000113937446482
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	4.16565848863	0.0412513752546	0.0944332953133	1.0	0.000733696531958	4.60677780017e-05
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Pseudanabaenales;f__	4.08335030077	0.0433077079681	0.0981781535006	1.0	0.0	2.84273457843e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__	4.08335030077	0.0433077079681	0.0981781535006	1.0	0.0	3.16900805746e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	4.04469781811	0.0443103110277	0.0999657741543	1.0	9.56166390649e-05	0.000211575016945
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae	3.85967287194	0.0494599708824	0.111047146164	1.0	3.57961364979e-06	0.000172214874589
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	3.81841278086	0.0506922369603	0.113269256749	1.0	0.000160161550133	0.0001922839219
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	3.77533002311	0.0520136391888	0.115120234603	1.0	1.05016801466e-06	7.40879115797e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae	3.77533002311	0.0520136391888	0.115120234603	1.0	1.22730236895e-06	8.08687752742e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111	3.75026299568	0.0527992032584	0.116307678876	1.0	1.2818558812e-07	0.000110925817713
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21	3.66278015855	0.0556407158803	0.121421562225	1.0	0.0	5.02878774348e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	3.66278015855	0.0556407158803	0.121421562225	1.0	0.0	1.40763101618e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	3.55375223598	0.0594109597551	0.129046131189	1.0	2.18331636803e-06	0.000173618136552
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae]	3.32422417681	0.0682662156274	0.147594086565	1.0	1.60219179838e-06	9.01901810229e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__	3.27668717796	0.0702706380969	0.15122759443	1.0	5.68331780822e-06	0.000189945033752
k__Bacteria;p__GN02;c__3BR-5F;o__;f__	3.24497690904	0.0716427000349	0.152772332951	1.0	0.0	9.78087136934e-05
k__Bacteria;p__SR1;c__;o__;f__	3.24497690904	0.0716427000349	0.152772332951	1.0	0.0	2.88717639599e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	3.15896497534	0.0755110440979	0.160289352699	1.0	5.46781682761e-05	0.000146469662711
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other	3.07334713239	0.0795854543047	0.168173788056	1.0	1.08857433198e-05	9.52438812322e-05
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__	2.93387588078	0.086739023758	0.18164629639	1.0	1.70903127322e-07	5.28863705125e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__	2.93387588078	0.086739023758	0.18164629639	1.0	4.26206469757e-07	3.73357481626e-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__	2.82992235395	0.0925228327175	0.183815718076	1.0	0.0	2.71015885528e-05
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	2.82992235395	0.0925228327175	0.183815718076	1.0	0.0	2.09774577992e-05
k__Bacteria;p__OD1;c__ABY1;o__;f__	2.82992235395	0.0925228327175	0.183815718076	1.0	0.0	2.76465567858e-05
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__	2.82992235395	0.0925228327175	0.183815718076	1.0	0.0	3.448491575e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__	2.79244035237	0.0947098963757	0.183815718076	1.0	3.09960733402e-06	1.57301353196e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	2.70750229137	0.0998772592883	0.183815718076	1.0	0.000389060151154	0.000192450051177
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__	2.536315317	0.111254142892	0.183815718076	1.0	2.66109185663e-07	3.71095822896e-05
k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Acidobacteria;c__TM1;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	3.97005940003e-07	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other	2.52325581395	0.112178757284	0.183815718076	1.0	1.59665511398e-06	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact	2.52325581395	0.112178757284	0.183815718076	1.0	7.85022097707e-06	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__wb1_P06	2.52325581395	0.112178757284	0.183815718076	1.0	3.56586308789e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.70903127322e-07	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BA008	2.52325581395	0.112178757284	0.183815718076	1.0	2.47731706562e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.11479267953e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__VC21_Bac22	2.52325581395	0.112178757284	0.183815718076	1.0	3.09664633202e-06	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae]	2.52325581395	0.112178757284	0.183815718076	1.0	1.85798779921e-06	0.0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Herpetosiphonales;f__	2.52325581395	0.112178757284	0.183815718076	1.0	6.409279406e-08	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__	2.52325581395	0.112178757284	0.183815718076	1.0	2.84137646505e-07	0.0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__TK10;f__	2.52325581395	0.112178757284	0.183815718076	1.0	4.30838748258e-07	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__SM1D11;f__	2.52325581395	0.112178757284	0.183815718076	1.0	2.21505038132e-07	0.0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;Other	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Fibrobacteres;c__TG3;o__TG3-1;f__M1PL1-46	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other	2.52325581395	0.112178757284	0.183815718076	1.0	2.84137646505e-07	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;Other	2.52325581395	0.112178757284	0.183815718076	1.0	6.409279406e-08	0.0
k__Bacteria;p__GAL15;c__;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	2.84137646505e-07	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__	2.52325581395	0.112178757284	0.183815718076	1.0	2.21505038132e-07	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.13389895237e-07	0.0
k__Bacteria;p__OP11;c__WCHB1-64;o__;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__OP9;c__JS1;o__BA021;f__	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;Other	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__	2.52325581395	0.112178757284	0.183815718076	1.0	2.66109185663e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae	2.52325581395	0.112178757284	0.183815718076	1.0	3.71597559843e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;Other;Other	2.52325581395	0.112178757284	0.183815718076	1.0	3.97929809957e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.23865853281e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-06	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.9227838218e-07	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__OM27	2.52325581395	0.112178757284	0.183815718076	1.0	2.40328769757e-06	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae	2.52325581395	0.112178757284	0.183815718076	1.0	6.409279406e-08	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;Other	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Endozoicimonaceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae	2.52325581395	0.112178757284	0.183815718076	1.0	1.33054592832e-07	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__SUP05	2.52325581395	0.112178757284	0.183815718076	1.0	1.42068823252e-07	0.0
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.13389895237e-07	0.0
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Aminiphilaceae	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;Other;Other	2.52325581395	0.112178757284	0.183815718076	1.0	1.2818558812e-07	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__	2.52325581395	0.112178757284	0.183815718076	1.0	5.12709381966e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;Other;Other	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae	2.52325581395	0.112178757284	0.183815718076	1.0	2.05891121481e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__LD1-PB3;f__	2.52325581395	0.112178757284	0.183815718076	1.0	1.85798779921e-06	0.0
k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__Methylacidiphilales;f__LD19	2.52325581395	0.112178757284	0.183815718076	1.0	3.97929809957e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__R4-41B	2.52325581395	0.112178757284	0.183815718076	1.0	6.19329266404e-07	0.0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__01D2Z36	2.52325581395	0.112178757284	0.183815718076	1.0	6.409279406e-08	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	2.42966442251	0.119058383383	0.18903578403	1.0	2.49949980782e-06	3.07331179917e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	3.55304521182e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	1.12602893627e-05
k__Bacteria;p__Chlorobi;c__BSV26;o__C20;f__	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	5.6058286432e-05
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Gomphosphaeriaceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	0.000129781108725
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	2.25642189331e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	6.79015281951e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	2.35340020232e-05
k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	1.49333110752e-05
k__Bacteria;p__TM7;c__;o__;f__	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	5.5214681926e-05
k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae	2.41759841354	0.119978742007	0.18903578403	1.0	0.0	4.28339517585e-05
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__	2.41442767295	0.120221901193	0.18903578403	1.0	4.95463413124e-06	1.35435803836e-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other	2.17746907585	0.140044595872	0.219465859974	1.0	3.68335168725e-06	5.9347004905e-07
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	2.1525126163	0.142336784971	0.221570928605	1.0	1.5124873727e-06	4.41873135572e-07
k__Bacteria;p__TM7;c__TM7-3;Other;Other	2.1525126163	0.142336784971	0.221570928605	1.0	1.97147386892e-07	5.9347004905e-07
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	2.07705033248	0.149528884826	0.231993319648	1.0	0.00249540719921	0.000110364781968
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	1.57025845813e-05
k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	9.85898260617e-06
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	5.71001506205e-05
k__Bacteria;p__FCPU426;c__;o__;f__	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	3.26735674284e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	6.98888264246e-05
k__Bacteria;p__Proteobacteria;c__;o__;f__	2.00798712604	0.156472804665	0.235718708964	1.0	0.0	4.14517887797e-05
